proper_star_name	parsecs_from_earth	light_years_from_earth	constellation_full_name	apparent_magnitude
	520.8333	1698.729057948	Norma	8.48
	224.2152	731.291327712	Serpens	8.17
	65.5308	213.732636048	Triangulum Australe	6.98
	341.2969	1113.160317164	Corona Borealis	7.64
	274.7253	896.033049468	Lupus	9.26
	465.1163	1517.004719428	Norma	8.65
	249.3766	813.3567434959999	Boötes	8.19
	197.6285	644.57721046	Serpens	8.37
	769.2308	2508.892408048	Norma	6.92
	526.3158	1716.6105606479998	Boötes	9.17
	228.3105	744.6483943799999	Libra	7.29
	58.2751	190.067735156	Serpens	4.51
	85.034	277.34349304	Boötes	8.63
	101.7294	331.79654186399995	Norma	10.22
	561.7978	1832.337232568	Corona Borealis	8.4
	158.2278	516.069463368	Lupus	9.65
	259.7403	847.158572868	Libra	8.86
	304.878	994.3778896799998	Lupus	8.42
	215.5172	702.922278832	Corona Borealis	9.16
	641.0256	2090.743455936	Norma	8.87
	136.9863	446.78903662799996	Serpens	9.79
	152.439	497.1889448399999	Lupus	8.34
	163.3987	532.934663972	Triangulum Australe	9.42
	85.3971	278.52776547599996	Lupus	11.04
	246.9136	805.3235212159999	Libra	7.3
	67.3854	219.781525224	Serpens	5.34
	61.6903	201.206614868	Boötes	8.62
	383.1418	1249.639969208	Libra	8.27
	602.4096	1964.7950549759996	Corona Borealis	8.84
	234.7418	765.624465208	Corona Borealis	7.7
	218.3406	712.1309673359999	Serpens	9.8
	100000.0	326156.0	Libra	8.98
	100000.0	326156.0		8.93
	159.2357	519.356789692	Libra	7.92
	90.5797	295.43112633199996	Lupus	8.37
	307.6923	1003.556897988	Libra	8.63
	129.199	421.39029044		5.95
	53.0786	173.11903861599998	Serpens	5.8
	135.6852	442.545420912	Libra	9.57
	94.6074	308.56771154399996	Libra	4.75
	371.7472	1212.475797632	Norma	10.45
	89.0472	290.432785632	Boötes	8.27
	299.4012	976.514977872	Serpens	8.48
	149.7006	488.257488936	Lupus	8.69
	625.0	2038.475	Serpens	8.04
	174.216	568.21593696	Serpens	9.64
	248.139	809.32023684	Libra	9.67
	49.1642	160.351988152	Libra	9.27
	58.0383	189.295397748	Serpens	10.27
	125.0	407.695	Libra	9.41
	162.8664	531.198535584	Lupus	10.44
	163.3987	532.934663972	Serpens	7.23
	319.4888	1042.031890528	Draco	10.38
	100000.0	326156.0	Triangulum Australe	6.53
	473.9336	1545.762872416	Libra	8.97
	74.3494	242.495029064	Norma	11.53
	220.7506	719.991326936	Libra	8.4
	42.337	138.08466572	Corona Borealis	11.69
	70.5219	230.011408164	Serpens	8.27
	66.4894	216.859167464	Libra	10.41
	10.4275	34.0099169	Libra	11.83
	456.621	1489.2967887599998	Libra	8.11
	62.1118	202.581362408	Ursa Minor	10.97
	558.6592	1822.1005003520002	Draco	9.39
	139.6648	455.52512508800004	Serpens	8.4
	73.7463	240.527982228	Serpens	7.33
	990.099	3229.26729444	Corona Borealis	9.25
	58.5138	190.846269528	Lupus	9.06
	100000.0	326156.0	Libra	7.84
	97.561	318.20105516	Serpens	7.69
	52.3834	170.851602104	Corona Borealis	8.57
	45.7666	149.270511896	Serpens	10.03
	147.0588	479.6410997279999	Serpens	9.68
	100000.0	326156.0	Corona Borealis	9.32
	66.0502	215.426690312	Serpens	9.12
	158.7302	517.708071112	Libra	8.23
	47.5059	154.94334320399997	Libra	8.81
	100000.0	326156.0	Norma	9.26
	666.6667	2174.373442052	Triangulum Australe	8.68
	155.2795	506.45340602	Serpens	9.73
	239.8082	782.1488327919999	Serpens	7.99
	135.8696	443.14685257599996	Norma	8.6
	591.716	1929.9172369599999	Boötes	9.89
	613.4969	2000.9569491639998	Norma	6.95
	199.2032	649.713188992	Serpens	8.66
	71.582	233.46898791999996	Serpens	7.89
	152.9052	498.709484112	Lupus	8.34
	221.2389	721.583946684	Serpens	8.23
	70.4225	229.6872091	Boötes	10.3
	476.1905	1553.1238871799999	Libra	8.67
	71.0227	231.64479741199997	Serpens	9.77
	259.0674	844.963869144	Serpens	8.33
	260.4167	849.3646920519999	Lupus	9.68
	167.2241	545.4114355959999	Triangulum Australe	7.8
	188.6792	615.388531552	Norma	6.02
	101.4199	330.78708904399997	Boötes	7.01
	286.533	934.54457148	Libra	8.08
	79.9361	260.71638631599996	Lupus	5.23
	228.833	746.35255948	Corona Borealis	8.69
	316.4557	1032.1392528919998		8.94
	53.7057	175.16436289199999	Corona Borealis	10.89
	571.4286	1863.7486646159998	Draco	8.83
	343.6426	1120.810958456	Lupus	7.48
	162.0746	528.616032376	Corona Borealis	6.71
	111.4827	363.60751501199996	Lupus	4.75
	312.5	1019.2375	Libra	10.61
	105.3741	343.683949596	Lupus	9.98
	100000.0	326156.0	Draco	7.8
	194.9318	635.781761608	Serpens	8.83
	423.7288	1382.0169049279998	Corona Borealis	8.64
	100000.0	326156.0	Serpens	9.22
	44.7828	146.061789168	Corona Borealis	3.81
	96.8992	316.04255475199994	Serpens	9.52
	64.1437	209.20852617199998	Libra	7.05
	189.7533	618.891773148	Boötes	9.17
	235.8491	769.235990596	Serpens	9.2
	91.5751	298.677683156	Boötes	5.48
	188.6792	615.388531552	Triangulum Australe	9.16
	147.929	482.47930923999996	Serpens	7.09
	555.5556	1811.977922736	Libra	9.15
	234.192	763.83125952	Lupus	8.85
	191.9386	626.019260216	Norma	8.48
	55.991	182.61800595999998	Serpens	7.41
	93.8967	306.24972085199994	Serpens	8.17
	66.4452	216.71500651199997	Serpens	8.32
	235.8491	769.235990596		8.56
	478.4689	1560.555025484	Serpens	10.1
	100000.0	326156.0	Norma	7.49
	100000.0	326156.0	Libra	8.11
	362.3188	1181.7245053279999	Boötes	10.14
	294.9853	962.112255068	Norma	8.89
	134.2282	437.79332799199994	Serpens	9.01
	122.6994	400.19145506399997	Ursa Minor	8.0
	100000.0	326156.0		11.33
	107.1811	349.577588516	Serpens	8.93
	58.2751	190.067735156	Libra	7.2
	298.5075	973.6001216999999	Libra	8.56
	518.1347	1689.9274121319997	Lupus	12.22
	316.4557	1032.1392528919998	Libra	9.72
	100000.0	326156.0	Lupus	9.55
	251.2563	819.487497828	Boötes	9.2
	51.1771	166.917182276	Libra	6.64
	222.2222	724.7910386319999	Libra	8.05
	78.9889	257.62703668399996	Serpens	8.5
	173.3102	565.261615912	Serpens	6.48
	119.6172	390.138674832	Libra	9.83
	201.6129	657.572570124	Lupus	8.65
	126.2626	411.813045656	Libra	7.11
	138.3126	451.114843656	Lupus	9.28
	35.868	116.98563408	Lupus	8.72
	154.5595	504.10508282	Serpens	8.91
	105.8201	345.13860535599997	Lupus	8.38
	68.8705	224.62526798000002	Corona Borealis	7.26
	126.2626	411.813045656	Corona Borealis	8.19
	393.7008	1284.078781248	Norma	7.87
	66.1376	215.711750656		5.57
	84.8896	276.872523776	Lupus	8.52
	48.1464	157.03237238399998	Libra	9.9
	537.6344	1753.5268536639999	Corona Borealis	9.21
	84.0336	274.080628416	Libra	9.0
	500.0	1630.78	Serpens	6.94
	125.7862	410.25923847199994	Ursa Minor	8.28
	404.8583	1320.4696369479998	Boötes	8.29
	144.3001	470.6434341559999	Lupus	9.98
	139.6648	455.52512508800004	Lupus	9.58
	478.4689	1560.555025484	Norma	9.68
	122.549	399.70091644	Libra	6.3
	406.5041	1325.837512396	Libra	9.55
	505.0505	1647.25250878	Ursa Minor	9.3
	240.9639	785.918217684	Lupus	7.44
	299.4012	976.514977872	Serpens	9.95
	100000.0	326156.0	Norma	8.72
	147.929	482.47930923999996	Ursa Minor	7.45
	137.741	449.25053596000004	Corona Borealis	8.26
	90.5797	295.43112633199996	Lupus	9.66
	462.963	1509.98160228	Boötes	8.38
	202.8398	661.5741780879999	Triangulum Australe	7.68
	318.4713	1038.713253228	Norma	9.92
	59.312	193.44964671999998	Libra	7.77
	961.5385	3136.11551006	Lupus	9.78
	64.0205	208.80670197999999	Serpens	7.22
	283.2861	923.9546123159998		9.12
	558.6592	1822.1005003520002	Lupus	8.54
	107.8749	351.84045884399995	Triangulum Australe	9.87
	301.2048	982.3975274879998	Serpens	8.34
	100000.0	326156.0	Libra	10.06
	684.9315	2233.94518314	Serpens	10.48
	465.1163	1517.004719428	Boötes	8.49
	751.8797	2452.3007543319995	Norma	7.24
	114.6789	374.03211308399995	Libra	9.66
	336.7003	1098.168230468	Draco	8.82
	735.2941	2398.205824796	Ursa Minor	8.79
	80.4505	262.39413278	Libra	7.67
	160.2564	522.685863984	Serpens	7.16
	196.8504	642.039390624	Draco	8.25
	429.1845	1399.81099782	Draco	9.32
	480.7692	1568.057591952	Libra	9.78
	136.9863	446.78903662799996	Lupus	9.15
	135.6852	442.545420912	Triangulum Australe	8.18
	375.9398	1226.150214088	Serpens	8.22
	100000.0	326156.0	Serpens	8.14
	480.7692	1568.057591952	Norma	6.46
	261.0966	851.582226696	Serpens	9.05
	231.4815	754.99080114	Libra	7.28
	129.199	421.39029044	Serpens	8.1
	584.7953	1907.344958668	Corona Borealis	8.79
	340.1361	1109.374298316	Serpens	8.33
	74.6269	243.40011196400002	Corona Borealis	5.57
	65.2316	212.756777296		10.08
	182.1494	594.091197064	Serpens	8.68
	98.7167	321.970440052	Lupus	9.14
	14.6585	47.80957726	Serpens	5.86
	370.3704	1207.985281824	Corona Borealis	7.55
	272.4796	888.708564176	Lupus	10.35
	113.1222	368.954842632	Ursa Minor	4.29
	869.5652	2836.139073712	Norma	7.23
	793.6508	2588.539703248	Lupus	7.94
	277.0083	903.479190948	Norma	8.43
	80.1925	261.5526503	Lupus	6.62
	45.7457	149.202345292	Libra	5.41
	73.2601	238.94221175599998	Boötes	8.3
	217.8649	710.579443244	Draco	7.73
	438.5965	1430.5088005399998	Serpens	7.32
	526.3158	1716.6105606479998	Lupus	7.42
	157.2327	512.8238850119999	Boötes	8.57
	316.4557	1032.1392528919998	Boötes	8.69
	100.1001	326.48248215599995	Norma	6.83
	343.6426	1120.810958456	Norma	8.33
	456.621	1489.2967887599998		9.24
	150.1502	489.723886312	Libra	9.7
Unukalhai	22.6757	73.958156092	Serpens	2.63
	248.7562	811.333271672	Norma	7.06
	162.3377	529.474148812	Norma	7.66
	549.4505	1792.06577278	Lupus	8.56
	232.5581	758.5021966359999	Norma	8.2
	220.7506	719.991326936	Libra	9.25
	123.6094	403.15947466399996	Libra	7.59
	100000.0	326156.0	Corona Borealis	9.74
	211.8644	691.0084524639999	Norma	10.61
	751.8797	2452.3007543319995	Serpens	8.89
	200.8032	654.931684992	Lupus	9.69
	68.5401	223.54764855599998	Libra	9.87
	46.2749	150.928362844	Serpens	8.2
	42.2476	137.793082256	Draco	7.36
	100000.0	326156.0	Draco	9.95
	143.8849	469.28923444399993	Lupus	5.93
	303.9514	991.3557281839999	Libra	9.31
	96.1538	313.611387928	Triangulum Australe	8.17
	98.7167	321.970440052	Libra	8.46
	862.069	2811.68976764	Triangulum Australe	9.08
	826.4463	2695.5041942279995	Corona Borealis	8.35
	411.5226	1342.205651256	Serpens	7.48
	300.3003	979.447446468	Serpens	8.52
	59.2417	193.220359052	Serpens	7.26
	355.8719	1160.697554164	Serpens	8.47
	100000.0	326156.0	Norma	10.38
	271.0027	883.8915662119999	Libra	9.89
	32.9056	107.32358873599999	Serpens	7.53
	362.3188	1181.7245053279999	Norma	8.14
	124.533	406.17185148	Serpens	9.1
	277.0083	903.479190948	Lupus	7.89
	450.4505	1469.1713327799998	Ursa Minor	6.85
	308.642	1006.65440152	Serpens	7.47
	134.4086	438.38171341599997	Boötes	9.66
	325.7329	1062.397397324	Ursa Minor	7.98
	100000.0	326156.0	Triangulum Australe	9.83
	96.7118	315.431338408	Lupus	9.16
	90.8265	296.23607933999995	Lupus	8.14
	71.582	233.46898791999996	Ursa Minor	8.05
	68.7285	224.16212645999997	Draco	7.36
	113.6364	370.63193678399995	Serpens	6.15
	286.533	934.54457148	Lupus	10.08
	200.4008	653.619233248		8.77
	152.9052	498.709484112	Norma	8.13
	111.4827	363.60751501199996	Draco	7.23
	210.084	685.20157104	Libra	9.86
	107.7586	351.461139416	Norma	7.51
	194.9318	635.781761608	Serpens	6.99
	100000.0	326156.0	Serpens	9.5
	56.4653	184.16496386799997	Serpens	10.14
	100000.0	326156.0	Corona Borealis	9.68
	93.7207	305.67568629199997	Draco	8.95
	111.8568	364.827664608	Libra	9.39
	95.3289	310.92092708399997	Libra	9.58
	240.3846	784.028795976	Corona Borealis	10.02
	96.3391	314.215754996	Corona Borealis	10.12
	793.6508	2588.539703248	Triangulum Australe	9.16
	176.3668	575.230900208	Serpens	7.77
	57.8704	188.747781824	Serpens	7.49
	497.5124	1622.666543344	Norma	8.77
	100000.0	326156.0	Libra	8.87
	340.1361	1109.374298316	Serpens	8.49
	214.5923	699.9056619879999	Libra	9.97
	168.9189	550.939127484	Serpens	7.53
	106.9519	348.830038964	Lupus	9.88
	454.5455	1482.52742098	Lupus	9.57
	134.4086	438.38171341599997	Libra	9.02
	121.8027	397.266814212	Norma	6.41
	87.4891	285.35094899599994	Libra	8.28
	128.866	420.30419096	Norma	7.57
	54.8246	178.813722376	Corona Borealis	10.17
	100000.0	326156.0	Triangulum Australe	7.72
	245.098	799.40183288	Boötes	8.63
	140.4494	458.084145064	Lupus	9.46
	558.6592	1822.1005003520002	Lupus	8.98
	100000.0	326156.0	Norma	8.21
	632.9114	2064.2785057839997	Corona Borealis	10.28
	353.3569	1152.494730764	Lupus	9.04
	67.9348	221.57342628799998	Triangulum Australe	7.09
	124.2236	405.162724816	Lupus	7.72
	909.0909	2965.054515804	Norma	8.78
	44.9035	146.45545946	Corona Borealis	8.06
	160.5136	523.524737216	Boötes	7.99
	235.2941	767.4258247959999	Libra	10.08
	91.9118	299.775850408	Libra	8.83
	456.621	1489.2967887599998	Norma	8.11
	141.2429	460.67219292399994	Lupus	10.31
	38.8048	126.564183488	Triangulum Australe	8.87
	72.5163	236.516263428	Serpens	8.03
	591.716	1929.9172369599999	Norma	7.7
	294.1176	959.2821994559998	Draco	7.9
	126.2626	411.813045656	Serpens	8.78
	113.3787	369.79143277199995	Serpens	5.57
	82.9876	270.669036656	Libra	10.59
	141.4427	461.323852612	Libra	7.53
	568.1818	1853.1590316079996	Lupus	8.66
	483.0918	1575.6328912079998	Lupus	8.61
	198.4127	647.134925812	Lupus	9.44
	787.4016	2568.157562496	Boötes	9.86
	115.8749	377.932938844	Libra	8.91
	606.0606	1976.703010536	Norma	8.35
	196.0784	639.5214663039999	Serpens	8.21
	318.4713	1038.713253228	Triangulum Australe	6.87
	182.4818	595.175339608	Libra	7.26
	197.6285	644.57721046	Serpens	7.84
	304.878	994.3778896799998	Ursa Minor	7.79
	116.9591	381.469122196	Libra	8.98
	657.8947	2145.7630377319997	Draco	7.52
	50.2765	163.97982133999997	Serpens	9.24
	187.2659	610.7789688039999	Boötes	7.84
	224.7191	732.9348277959999	Norma	8.99
	192.3077	627.223102012	Norma	7.9
	100000.0	326156.0	Serpens	9.28
	65.6168	214.01313020799998	Libra	10.07
	204.499	666.9857584399999	Serpens	11.61
	194.1748	633.312760688	Serpens	6.32
	100000.0	326156.0	Norma	8.21
	141.4427	461.323852612	Boötes	9.65
	100.4016	327.465842496	Triangulum Australe	8.41
	87.8735	286.60469266	Lupus	10.06
	159.4896	520.184899776	Libra	6.72
	114.1553	372.32436026799996	Draco	7.79
	287.3563	937.2298138279998	Boötes	8.68
	462.963	1509.98160228	Corona Borealis	8.86
	100000.0	326156.0	Lupus	10.88
	125.0	407.695	Lupus	6.88
	328.9474	1072.881681944	Libra	7.72
	704.2254	2296.873395624	Triangulum Australe	9.89
	40.3551	131.620579956	Lupus	9.37
	173.0104	564.283800224	Draco	7.82
	111.3586	363.20275541599995	Serpens	9.99
	340.1361	1109.374298316	Serpens	9.53
	66.0939	215.569220484	Libra	7.67
	109.6491	357.627118596	Serpens	9.25
	540.5405	1763.0052731799997	Corona Borealis	9.72
	581.3953	1896.255654668	Norma	8.53
	190.1141	620.068543996	Corona Borealis	8.49
	85.4701	278.76585935599996	Serpens	9.28
	769.2308	2508.892408048	Lupus	8.88
	47.9616	156.42963609599997	Serpens	9.15
	142.0455	463.28992098	Ursa Minor	8.18
	100000.0	326156.0	Draco	10.16
	292.3977	953.6726424119998	Libra	8.83
	140.4494	458.084145064	Serpens	8.47
	342.4658	1116.9727546479999	Draco	8.41
	497.5124	1622.666543344	Corona Borealis	9.36
	100000.0	326156.0	Lupus	9.11
	431.0345	1405.84488382	Serpens	10.69
	165.5629	539.9933321240001		9.3
	142.6534	465.272623304	Libra	9.06
	584.7953	1907.344958668	Serpens	9.19
	102.9866	335.89697509599995	Corona Borealis	8.76
	110.742	361.19167752	Draco	8.42
	680.2721	2218.748270476	Triangulum Australe	8.56
	404.8583	1320.4696369479998	Libra	9.54
	55.8347	182.10822413199998	Serpens	9.55
	137.931	449.87023236	Serpens	5.39
	198.0198	645.853458888	Norma	8.22
	179.5332	585.558303792	Boötes	9.99
	107.9914	352.220430584	Lupus	8.67
	110.1322	359.20277823199996	Libra	9.61
	173.0104	564.283800224	Libra	10.14
	47.5511	155.090765716	Serpens	3.65
	512.8205	1672.59482998	Serpens	8.99
	71.1238	231.974541128	Libra	6.49
	216.4502	705.9653143119999	Boötes	7.35
	341.2969	1113.160317164	Serpens	7.31
	154.7988	504.885574128	Boötes	8.56
	584.7953	1907.344958668	Norma	8.45
	215.5172	702.922278832	Serpens	8.4
	248.139	809.32023684	Boötes	7.81
	943.3962	3076.943310072	Norma	7.07
	194.9318	635.781761608	Lupus	8.25
	72.6744	237.031916064	Serpens	7.93
	73.7463	240.527982228	Corona Borealis	8.77
	751.8797	2452.3007543319995	Triangulum Australe	9.1
	78.4314	255.80871698399997	Serpens	7.64
	307.6923	1003.556897988		9.14
	232.5581	758.5021966359999	Serpens	6.7
	354.6099	1156.5814654439998	Libra	8.41
	162.6016	530.3348744959999		9.09
	271.0027	883.8915662119999	Boötes	8.02
	80.1925	261.5526503	Corona Borealis	7.56
	138.1215	450.49155953999997	Lupus	9.11
	135.5014	441.9459461839999	Lupus	11.46
	113.6364	370.63193678399995	Lupus	8.2
	116.5501	380.13514415599997	Norma	9.3
	12.1242	39.543805752	Serpens	4.42
	164.2036	535.559893616	Serpens	9.64
	198.0198	645.853458888	Corona Borealis	8.24
	370.3704	1207.985281824		9.82
	54.2888	177.066178528	Libra	9.43
	60.423	197.07323988	Boötes	8.76
	336.7003	1098.168230468	Triangulum Australe	8.79
	236.4066	771.0543102959999	Corona Borealis	9.34
	100000.0	326156.0	Libra	8.01
	400.0	1304.624	Ursa Minor	8.86
	21.5564	70.307491984	Lupus	10.63
	49.0196	159.88036657599997	Serpens	10.31
	100000.0	326156.0		9.42
	442.4779	1443.1682195239998	Libra	10.1
	269.5418	879.126753208	Draco	5.94
	215.0538	701.4108719279999	Draco	8.18
	152.439	497.1889448399999	Libra	8.1
	80.0	260.9248	Draco	7.78
	578.0347	1885.294856132	Serpens	8.51
	87.7193	286.101760108	Draco	5.19
	420.1681	1370.4034682359998	Norma	6.76
	115.8749	377.932938844	Libra	9.48
	262.4672	856.0525208319999	Lupus	7.77
	248.139	809.32023684	Lupus	8.39
	46.8384	152.766251904	Lupus	8.08
	122.399	399.21168244	Serpens	7.04
	425.5319	1387.897823764	Corona Borealis	10.94
	187.6173	611.925080988	Serpens	9.78
	117.9245	384.61783221999997	Lupus	5.61
	228.833	746.35255948	Libra	6.24
	448.4305	1462.5829815799998	Libra	9.4
	235.2941	767.4258247959999	Norma	7.08
	56.338	183.74976728	Ursa Minor	7.76
	89.9281	293.305893836	Serpens	8.37
	44.7227	145.865769412	Serpens	9.01
	55.3097	180.395905132	Libra	10.23
	124.0695	404.66011842	Norma	6.83
	171.8213	560.405479228	Lupus	7.95
	311.5265	1016.0623713399999	Boötes	7.82
	192.3077	627.223102012	Libra	7.61
	512.8205	1672.59482998	Lupus	8.22
	224.2152	731.291327712	Corona Borealis	8.99
	471.6981	1538.471655036	Corona Borealis	9.26
	36.1664	117.958883584	Boötes	7.21
	100000.0	326156.0	Libra	9.64
	113.1222	368.954842632	Boötes	8.36
	242.1308	789.7241320479999	Corona Borealis	9.39
	66.4894	216.859167464	Triangulum Australe	8.71
	100000.0	326156.0	Triangulum Australe	8.37
	140.8451	459.37474435599995	Libra	9.66
	144.3001	470.6434341559999	Lupus	9.19
	236.4066	771.0543102959999	Draco	7.5
	40.2253	131.197229468	Triangulum Australe	7.1
	307.6923	1003.556897988	Norma	8.7
	150.3759	490.460020404	Boötes	8.15
	473.9336	1545.762872416	Libra	9.05
	190.4762	621.249554872	Serpens	7.68
	147.2754	480.34755362399994	Lupus	6.82
	102.6694	334.86240826399995	Corona Borealis	9.25
	125.7862	410.25923847199994	Lupus	7.34
	124.2236	405.162724816	Libra	8.34
	361.0108	1177.458384848		8.89
	255.102	832.03047912		7.68
	502.5126	1638.974995656	Lupus	10.77
	91.8274	299.50057474399995	Lupus	8.5
	311.5265	1016.0623713399999	Corona Borealis	7.8
	322.5806	1052.1159817359999	Corona Borealis	8.1
	70.1754	228.88127762399998	Serpens	9.74
	57.0125	185.9496895	Lupus	7.38
	72.6744	237.031916064	Libra	10.48
	213.6752	696.9144853119999	Libra	10.26
	214.5923	699.9056619879999	Libra	7.62
	81.1688	264.736911328	Lupus	8.61
	198.4127	647.134925812	Serpens	8.19
	85.2515	278.05288233999994	Lupus	10.32
	103.8422	338.687565832	Lupus	9.15
	150.6024	491.1987637439999	Libra	9.78
	48.6618	158.71338040799998	Serpens	6.94
	76.6871	250.119577876	Serpens	5.71
	219.7802	716.826309112	Libra	7.95
	62.8931	205.12961923599997	Scorpius	7.85
	373.1343	1216.999907508	Libra	7.79
	210.9705	688.0929439799999	Serpens	8.61
	100000.0	326156.0	Corona Borealis	9.06
	100000.0	326156.0	Libra	7.99
	100000.0	326156.0	Libra	10.77
	104.4932	340.810841392	Libra	8.7
	287.3563	937.2298138279998	Boötes	7.3
	404.8583	1320.4696369479998	Triangulum Australe	7.69
	146.6276	478.23471505599997	Libra	7.8
	88.1057	287.36202689199996	Serpens	8.05
	15.1035	49.26097146	Libra	11.27
	102.2495	333.49287921999996	Lupus	6.41
	340.1361	1109.374298316	Serpens	7.8
	467.2897	1524.0933939319998	Serpens	8.2
	308.642	1006.65440152	Draco	7.84
	133.3333	434.874557948	Serpens	6.53
	170.9402	557.5317187119999	Draco	8.54
	393.7008	1284.078781248	Corona Borealis	8.76
	15.3539	50.07766608399999	Lupus	6.01
	105.9322	345.50422623199995	Lupus	8.72
	537.6344	1753.5268536639999	Corona Borealis	8.96
	534.7594	1744.149868664	Scorpius	8.0
	100000.0	326156.0		8.11
	261.0966	851.582226696	Draco	6.53
	246.9136	805.3235212159999	Boötes	9.26
	134.9528	440.156654368	Lupus	10.27
	540.5405	1763.0052731799997	Corona Borealis	8.8
	294.1176	959.2821994559998	Libra	9.34
	119.7605	390.6060563799999	Libra	9.73
	221.7295	723.1840680199999	Boötes	8.93
	341.2969	1113.160317164	Scorpius	11.01
	220.2643	718.4052303079999	Serpens	9.71
	73.8007	240.705411092	Draco	5.85
	49.2368	160.588777408	Libra	7.0
	84.9618	277.108008408	Corona Borealis	7.43
	130.8901	426.9059145559999	Libra	9.03
	520.8333	1698.729057948	Norma	8.38
	295.858	964.9586184799999	Serpens	8.39
	155.2795	506.45340602	Boötes	8.62
	199.2032	649.713188992	Norma	10.4
	210.5263	686.6441590279999	Corona Borealis	7.04
	381.6794	1244.870263864	Draco	9.23
	173.0104	564.283800224	Boötes	6.76
	100000.0	326156.0	Triangulum Australe	10.1
	206.1856	672.4867055359999	Norma	8.96
	182.1494	594.091197064	Serpens	7.19
	462.963	1509.98160228	Ursa Minor	9.53
	170.6485	556.58032166	Triangulum Australe	9.12
	602.4096	1964.7950549759996	Serpens	7.69
	138.8889	452.994480684	Lupus	8.06
	100000.0	326156.0	Serpens	10.59
	111.9821	365.236338076	Triangulum Australe	5.54
	819.6721	2673.409734476	Norma	10.45
	671.1409	2188.966313804	Libra	9.91
	142.0455	463.28992098	Lupus	8.42
	114.6789	374.03211308399995	Scorpius	6.98
	249.3766	813.3567434959999	Lupus	8.97
	120.7729	393.908059724	Lupus	7.47
	314.4654	1025.6477700239998	Corona Borealis	6.41
	236.4066	771.0543102959999	Norma	9.83
	151.5152	494.17591571199995	Scorpius	7.15
	238.6635	778.41532506	Libra	9.75
	387.5969	1264.170545164	Boötes	7.88
	200.0	652.312	Corona Borealis	9.07
	100000.0	326156.0	Norma	6.7
	178.8909	583.4634038039999	Scorpius	9.38
	213.6752	696.9144853119999	Serpens	8.24
	120.4819	392.95894576399996	Scorpius	9.18
	151.5152	494.17591571199995	Scorpius	9.73
	21.2902	69.439264712	Serpens	7.44
	26.688	87.04451327999999	Ursa Minor	9.24
	90.9091	296.50548419599994	Libra	8.1
	228.3105	744.6483943799999	Serpens	9.42
	144.7178	472.005787768	Serpens	5.98
	178.2531	581.383180836	Boötes	8.37
	383.1418	1249.639969208	Lupus	8.6
	232.5581	758.5021966359999	Norma	7.91
	156.25	509.61875	Serpens	8.41
	413.2231	1347.751934036	Lupus	8.34
	787.4016	2568.157562496	Lupus	7.01
	403.2258	1315.145140248	Ursa Minor	8.53
	392.1569	1279.043258764	Lupus	9.42
	65.189	212.61783483999997	Norma	7.85
	245.7002	801.3659443119999	Libra	8.91
	150.3759	490.460020404	Triangulum Australe	8.49
	326.7974	1065.869327944	Triangulum Australe	10.69
	170.6485	556.58032166	Serpens	9.5
	100000.0	326156.0	Norma	8.74
	66.4011	216.57117171599998	Scorpius	7.68
	392.1569	1279.043258764	Scorpius	8.78
	357.1429	1164.8429969239999	Serpens	9.5
	621.118	2025.81362408	Lupus	8.74
	125.0	407.695	Boötes	8.9
	96.3391	314.215754996	Lupus	8.96
	364.9635	1190.3503530599999	Libra	6.94
	100000.0	326156.0	Libra	10.17
	84.3882	275.23717759199997	Scorpius	6.71
	106.0445	345.87049942	Corona Borealis	9.25
	148.368	483.91113407999995	Serpens	6.85
	55.8971	182.311745476	Draco	9.98
	84.6024	275.935803744	Serpens	8.65
	261.0966	851.582226696	Draco	8.53
	106.7236	348.085424816	Lupus	8.16
	100000.0	326156.0	Corona Borealis	5.89
	34.3997	112.196685532	Triangulum Australe	8.48
	102.5641	334.51896599599996	Lupus	9.96
	150.6024	491.1987637439999	Libra	9.73
	290.6977	948.1279904119999	Draco	8.52
	244.4988	797.4475061279999	Draco	9.5
	381.6794	1244.870263864	Ursa Minor	7.0
	813.0081	2651.674698636	Scorpius	8.27
Gudja	117.096	381.91562976	Serpens	4.09
	40.1768	131.039043808	Boötes	11.17
	381.6794	1244.870263864	Norma	7.91
	943.3962	3076.943310072	Triangulum Australe	9.01
	200.4008	653.619233248	Norma	6.05
	186.9159	609.6374228039999	Serpens	6.79
	100000.0	326156.0	Scorpius	12.41
	116.5501	380.13514415599997	Scorpius	7.96
	355.8719	1160.697554164	Serpens	6.81
	52.7148	171.93248308799997	Serpens	7.82
	100000.0	326156.0	Corona Borealis	11.04
	154.7988	504.885574128	Libra	10.09
	735.2941	2398.205824796	Lupus	8.4
	68.1199	222.177141044	Norma	6.65
	54.0249	176.205452844	Libra	5.53
	934.5794	3048.1867878639996	Hercules	8.84
	70.4225	229.6872091	Boötes	9.18
	558.6592	1822.1005003520002	Serpens	8.72
	485.4369	1583.281575564		9.05
	167.5042	546.324998552	Corona Borealis	9.58
	58.3771	190.400414276		7.81
	317.4603	1035.415816068	Libra	10.42
	125.4705	409.22956397999997	Serpens	9.53
	98.912	322.60742272	Libra	8.02
	151.2859	493.42804000399997	Draco	8.2
	581.3953	1896.255654668		8.9
	751.8797	2452.3007543319995	Serpens	8.85
	120.048	391.54375488	Norma	8.53
	152.9052	498.709484112	Serpens	8.09
